Tweet Number,Tweet Username,Tweet Text,Tweet Date,Tweet Geo
38,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2016-11-18 14:06:23+00:00,
39,TBella1221,Treatment is miserable #ChronicLymeDisease #UntreatedLyme #LymeDisease #Herx pic.twitter.com/kIjyvyWhmN,2016-11-17 17:22:03+00:00,
40,lymeninja,voted for you in hope you will dump the #cdc upsidedown. #chroniclymedisease,2016-11-11 03:07:20+00:00,
41,ChristieMLeto,If I had the energy to laugh I would! #ChronicLymeDisease #SlothLife #Relate https:// twitter.com/colormelyme_ne t/status/796713493692985345 …,2016-11-10 14:52:35+00:00,
42,healthYEAHcoach,#chroniclymedisease #babesia #bartonella #mthfrgenemutation #intersticialcystitis … https://www. instagram.com/p/BMmj7q1DjJU/,2016-11-09 20:18:07+00:00,
43,ChronicalyCarly,Too bad you can't become a citizen with a pre existing condition.. #ChronicLymeDisease #chroniclife #FleeUSA https:// twitter.com/melissaroyle/s tatus/796199252506636288 …,2016-11-09 08:41:30+00:00,
44,ChristieMLeto,Not that shocking really my dr calls it the HIV of the new millennium for a long time now! #ChronicLymeDisease is scary but we'll survive! https:// twitter.com/tbdlegalprojec t/status/796192728078045184 …,2016-11-09 03:34:31+00:00,
45,Unchargeables,Spoonie Story: Tina https:// is.gd/S3xK13 #chroniclymedisease #fibromyalgia #lyme,2016-11-08 14:53:48+00:00,
46,ChristieMLeto,On that note hopefully we all get some sleep tonight! #ChronicLymeDisease Gnight Fellow #Spoonies May Tomorrow Be A Better Day https:// twitter.com/lyme_rebel/sta tus/794729122278887425 …,2016-11-05 03:06:34+00:00,
47,ChristieMLeto,@LymeAlliance Well I finally started my new round of antibiotics to hopefully put my #ChronicLymeDisease in remission#Again #Herx #Awareness,2016-11-01 21:49:49+00:00,
48,ChristieMLeto,"Having #ChronicLymeDisease can be very scary! Constant pain, doubt from others, even self doubt sometimes! We have to fight!",2016-10-28 16:18:47+00:00,
49,LiveMightyWell,Are you interesting in learning more about #ChronicLymeDisease and its symptoms? Read this blog by our CEO @ealevy http:// bit.ly/2dTnEfr pic.twitter.com/Gmro9ceIkA,2016-10-27 15:07:56+00:00,
50,DawnZauner,This is how I feel all day every day. #lymedisease #chroniclymedisease #lymediseasesucks … https://www. instagram.com/p/BMC1kM0jSpL/,2016-10-26 23:19:32+00:00,
51,KellyKoncewicz,I still am in #shock that the picc Line for my #lymedisease #chroniclymedisease is out!!!! They… https://www. instagram.com/p/BMCsJS-j4Xy/,2016-10-26 21:57:13+00:00,
52,ChristieMLeto,I'm supposed to start my next round of #Doxycycline on tues! #dreading the #herxing but looking forward to #remission #ChronicLymeDisease,2016-10-26 01:29:19+00:00,
53,oliviaspring8,Writing an article on #chroniclymedisease .Looking for sufferers/experts/doctors/writers to contribute! #lymedisease #lymelife #lymeawareness,2016-10-24 13:11:53+00:00,
54,InsideLyme,https:// globallymealliance.org/grieving-loss- career-chronic-illness/ … #LymeDisease #chroniclymedisease #grief #loss #chronicillness,2016-10-23 11:58:51+00:00,
55,InsideLyme,"Lyme Disease = debilitating, stabbing, shooting, burning chronic pain. #LymeDisease #chroniclymedisease #chroniclymediseaseexists pic.twitter.com/R5QPyc64lo",2016-10-23 11:36:50+00:00,
56,DawnZauner,Can't wait to try these out! #resultsrna #chroniclymedisease #LymeDisease http://www. resultsrna.com/new-and-exciti ng-lyme-disease-research/ …,2016-10-23 01:24:46+00:00,
57,KellyKoncewicz,#lymeLife #invisibledisease #chronicLymeDisease #lymedisease #missiontoremission … https://www. instagram.com/p/BL1oOxYDikg/,2016-10-21 20:12:53+00:00,
58,corkyallen52,#chroniclymedisease Lyme knows no boundaries. Even the beauty queens are targets. TY for telling your story.,2016-10-20 20:14:09+00:00,
59,ChristieMLeto,"Dear Lyme, Gonna need my arms today, I have errands to run & I'm pretty sure my steering wheel doesn't turn itself! #ChronicLymeDisease",2016-10-19 12:28:26+00:00,
60,ExistentialPunk,My bigger tattoo I got today that represents all the cognitive issues I deal with from #ChronicLymeDisease ! I'm 47.5 & I've had it since 7! pic.twitter.com/2GWfF8a8YP,2016-10-19 02:48:15+00:00,
61,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2016-10-18 18:59:37+00:00,
62,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2016-10-18 18:16:47+00:00,
63,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2016-10-18 17:02:13+00:00,
64,KenPledger,Lyme resource guide. http://www. lymenow.com #lymedisease #chroniclymedisease,2016-10-18 15:57:01+00:00,
65,KenPledger,Lyme's Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2016-10-18 15:53:34+00:00,
66,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2016-10-18 14:35:01+00:00,
67,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2016-10-18 14:31:21+00:00,
68,ChristieMLeto,@ASAPLittleRock When #ChronicLymeDisease causes so much #EarlyOnsetArthritis that your body #hurts everywhere so bad you can't get any rest,2016-10-18 03:26:33+00:00,
69,CelebTechNews,Yolanda and Bella Hadid Speak Out About Gigi's Caught-On-Camera… http:// extratv.com/2016/10/17/yol anda-and-bella-hadid-speak-out-about-gigis-caught-on-camera-attack-by-prankster-vitalii-sediuk/?utm_source=dlvr.it&utm_medium=twitter … #BellaHadid #YolandaFoster #ChronicLymeDisease,2016-10-17 16:34:22+00:00,
70,HollyLymely,This is #whatlymelookslike untreated. #lymedisease #chroniclymedisease http:// campaign.r20.constantcontact.com/render?m=11034 17973650&ca=2ce17d61-5337-4415-8eef-1b118d5ea63e … ” #speakup4lyme #lymelivesmatter #LymeisReal,2016-10-17 05:59:01+00:00,
71,ChristieMLeto,@rosannascotto I'm afraid the CDC thinks if they rec #ChronicLymeDisease there'll be lawsuits for all misdiagnosis'? No other reason?,2016-10-14 11:04:51+00:00,
72,ChristieMLeto,@Lyme_Rebel I'm so sick of my #ChronicLymeDisease running my life but the affect it has on my family hurts much more! #SpeakUp4Lyme,2016-10-10 19:15:35+00:00,
73,LymeYarns,How our brave #lyme warriors feel everyday... & those with #chronicillness #chroniclymedisease #wemustfindacure https:// themighty.com/2016/10/the-is olation-of-lyme-disease-and-chronic-invisible-illness/ … pic.twitter.com/CkzMEGdNQ5,2016-10-10 18:52:08+00:00,
74,KellyKoncewicz,Keep fighting #lymedisease #chroniclymedisease #invisibleillness #invisibledisease https://www. instagram.com/p/BLZC-k7jEyF/,2016-10-10 17:50:30+00:00,
75,DawnZauner,This is #whatlymelookslike untreated. #lymedisease #chroniclymedisease http:// campaign.r20.constantcontact.com/render?m=11034 17973650&ca=2ce17d61-5337-4415-8eef-1b118d5ea63e …,2016-10-07 14:20:31+00:00,
76,DawnZauner,Attention: ppl with #lymedisease #chroniclymedisease who are given tramadol for pain http://www. itv.com/news/utv/updat e/2016-10-06/prescription-painkiller-claiming-more-lives-than-any-other-drug/ …,2016-10-07 14:01:27+00:00,
77,estollspt1,I found myself struggling most in clinic by not being alert/awake as I wanted to be #CCIVc2018 #chroniclymedisease,2016-10-06 00:00:02+00:00,
78,LymeLawyer,"Shots, shots, shots...every morning!! I may not be able to drink anymore but I can still party like a rock #chroniclymedisease #lymelife pic.twitter.com/ofFBJT7nZW",2016-10-04 13:52:15+00:00,
79,WholeHealthEs,I figured out some time ago that God allowed me to become so sick with#chroniclymedisease #coinfections ... http:// fb.me/2VzeEgNYR,2016-10-04 02:29:40+00:00,
80,DawnZauner,The things we can't change end up changing us. #lymedisease #chroniclymedisease … https://www. instagram.com/p/BLHmranDrma/,2016-10-03 23:14:52+00:00,
81,ChristieMLeto,"Well good night #Lymies was pretty much away from Twitter past few days,trying to get life ready for more #Doxy #Herx #ChronicLymeDisease",2016-09-30 01:45:32+00:00,
82,marianklb,I'm a #chroniclymedisease patient concerned abt #HillaryClinton 's ties 2 big pharma & her mandatory vaccinations=mor of the same frm CDC pic.twitter.com/xRltSTiybn,2016-09-29 03:32:23+00:00,
83,ChristieMLeto,"Omg someone cancel my dentist appt please I'm too tired,just woke up fr a 3 hr nap! #ChronicLymeDisease #Exhausted #Sleep too much yesterday",2016-09-28 18:27:42+00:00,
84,YolandaHadid,You just can't beat the person that never gives up......... #ChronicLymeDisease … https://www. instagram.com/p/BK4zuA9AfDj/,2016-09-28 05:19:36+00:00,
85,DawnZauner,You never think you can do this another day until you do. #lymedisease #chroniclymedisease … https://www. instagram.com/p/BK4GOumD7Gw/,2016-09-27 22:42:22+00:00,
86,DawnZauner,Everyone be careful to watch out for ticks no matter what state you live in! #chroniclymedisease #itsjudyslife https:// youtu.be/MJR79R0PYW8,2016-09-24 19:34:49+00:00,
87,mindbodygreen,. @ALLYHILFIGER + @ProjectLyme on How To Heal From #ChronicLymeDisease at #revitalize2016 http:// ow.ly/Oh1E304qaFD pic.twitter.com/kYuCg712m3,2016-09-21 21:01:10+00:00,
88,bekindforlyme,Week of this. Thanks #lymedisease Thx #cdc for ignoring #chroniclymedisease We love our lives… https://www. instagram.com/p/BKlzGk0gKZE/,2016-09-20 23:29:40+00:00,
89,aGirlWithLyme,With this evidence they should stop denying #ChronicLymeDisease https:// twitter.com/lynnsheplermd/ status/778338169095852032 …,2016-09-20 21:05:16+00:00,
90,Tjwilson71,"@HillaryClinton #MyTopIssue (s) ChronicLymeDisease , CorruptCDC, StolenElection, StandingWithStandingRock LyingFlipFlopingCorruptHRC 2much2sa",2016-09-20 01:31:45+00:00,
91,ChristieMLeto,Goid luck at your appt I'll be in touch when I get back from mine or after my nap! #ChronicLymeDisease,2016-09-19 04:25:49+00:00,
92,CarlyPlatten,@RachelPlatten your #FightSong gives me strength to fight #chroniclymedisease pic.twitter.com/gXeJKhDxd9,2016-09-19 01:31:27+00:00,
93,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2016-09-18 17:58:00+00:00,
94,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2016-09-18 16:38:27+00:00,
95,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2016-09-18 16:37:17+00:00,
96,KenPledger,Lyme resource guide. http://www. lymenow.com #lymedisease #chroniclymedisease,2016-09-18 15:43:45+00:00,
97,KenPledger,Lyme's Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2016-09-18 15:41:59+00:00,
98,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2016-09-18 14:46:39+00:00,
99,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2016-09-18 13:20:58+00:00,
100,ChristieMLeto,Amen to that! I'm so fed up w bed! #ChronicLymeDisease is so difficult! So many questions from ppl I can't answer & don't want to!,2016-09-16 13:23:08+00:00,
101,DawnZauner,"When there is inflammation in the brain, suicidal thoughts can occur. #lymedisease #chroniclymedisease http://www. medicaldaily.com/cytokines-whic h-contribute-inflammation-found-high-levels-brains-suicidal-patients-340034 …",2016-09-14 23:13:14+00:00,
102,LymeDiseaseAus,"#Mold & #mycotoxins are often overlooked factors in #ChronicLymeDisease . Join Dr Gupta for a free webinar, details - http:// ow.ly/6sBH3049M7R",2016-09-13 08:57:00+00:00,
103,ChristieMLeto,Good Night #Lymies hoping to sleep away the #nausea #AlwaysSomething w #ChronicLymeDisease #Herxing,2016-09-12 03:36:01+00:00,
104,DawnZauner,I went to my first Clemson game today and it was amazing! If it wasn't for #chroniclymedisease I… https://www. instagram.com/p/BKM80nJgI0h/,2016-09-11 04:32:33+00:00,
105,DawnZauner,I went to my first Clemson game today and it was amazing! If it wasn't for #chroniclymedisease I… https://www. instagram.com/p/BKM7y6QgIph/,2016-09-11 04:23:35+00:00,
106,DawnZauner,I hope I get to see this fullness of time in my lifetime. #chroniclymedisease #lymedestroyslives … https://www. instagram.com/p/BKJ5257gVz-/,2016-09-10 00:09:23+00:00,
107,lymeyarnbombs,#YolandaHadid has tried numerous treatments 2 get into remission w #ChronicLymeDisease #CLD #Lyme Today she is... https:// m.facebook.com/story.php?stor y_fbid=962060623916275&id=897184657070539 …,2016-09-09 23:04:27+00:00,
108,verden_jo,@EM798 I can certainly relate to that! It truly is a struggle... #chroniclymedisease one gets tired just fighting! https:// twitter.com/em798/status/7 74288203595542528 …,2016-09-09 18:22:24+00:00,
109,EM798,Haven't bn tweeting lately it seems. I don't know what to say anymore Just been tryna live life with #chroniclymedisease ...oh the struggle.,2016-09-09 16:47:47+00:00,
110,aGirlWithLyme,The emotions of #ChronicLymeDisease https:// twitter.com/marapinastorie s/status/773967228064497664 …,2016-09-09 07:14:23+00:00,
111,ChristieMLeto,I was too sick to even send a tweet today! #ChronicLymeDisease #Herxing #Migraine Please I hope this treatment works! #Doxy &Mepron GNight,2016-09-09 00:29:41+00:00,
112,ChristieMLeto,Love this Ben #ChronicLymeDisease #Fibromyalgia https:// twitter.com/benkubassek/st atus/773572559845588992 …,2016-09-07 17:59:45+00:00,
113,KellyKoncewicz,@CDCgov @NIH Says I have PTLDS.if anything I have #PTSD from #Lymedisease 4 u ignoring us with #chronicLymeDisease pic.twitter.com/uisTiUsiNG,2016-09-06 19:12:33+00:00,
114,FactsLyme,#chronicillness #LymeDisease #Lymediseasechallenge #Cancer #LymeDiseaseAwareness #ChronicLymeDisease #Spoonies pic.twitter.com/tRaN2931ID,2016-09-05 23:55:37+00:00,
115,EM798,Family is coming over and I'm in bed like . #chroniclymedisease #lymelife,2016-09-05 20:59:22+00:00,
116,KellyKoncewicz,Help make your #lymedisease #chronicLymeDisease case count by doing this survey https://www. surveymonkey.com/r/lyme_researc h_priorities …,2016-09-03 19:58:28+00:00,
117,KellyKoncewicz,#lymedisease #chroniclymedisease #lyme #hope #chroniclyme #invisibledisease #invisibleillness https://www. instagram.com/p/BI29Z3zjLAm/,2016-09-03 15:36:48+00:00,
118,ChristieMLeto,@SpeaknHouston @reptile_gurl @BellaWithLyme woke up in a sweat thought fever was breaking...nope! #ChronicLymeDisease really sucks!,2016-09-03 12:57:45+00:00,
119,lymeyarnbombs,https:// youtu.be/NZWEc4cAThQ #idinamenzel #iseeyou #chroniclymedisease patients #lymies #wemustfindacure #lymeyarnbombs pic.twitter.com/yUqDfyGHaV,2016-09-03 02:35:54+00:00,
120,LymeChallenge,#ChronicLymeDisease sufferer Daryl Hall & John Oates Receive Star on Hollywood Walk of Fame... http:// fb.me/4h02y6bRa,2016-09-02 23:34:28+00:00,
121,KellyKoncewicz,ILADS Top Ten Tips To Prevent Chronic Lyme Disease. #LymeDisease #chroniclymedisease http://www. ilads.org/lyme/lyme-tips .php …,2016-09-02 23:27:39+00:00,
122,DinaMNazario,Brain Fog and Chronic Illness http:// bit.ly/1pHPLRQ #brain #Fibro #ChronicLymeDisease #BloggingGals #lupus,2016-09-02 15:30:05+00:00,
123,ChristieMLeto,Started #Abx & #Mepron yesterday 101 fever #Babesia #Herxing can't move! I hate #ChronicLymeDisease feels like I'm dying! #CDC needs to help,2016-09-02 12:37:41+00:00,
124,ChristieMLeto,"@DrOz Please give #ChronicLymeDisease more attn this season, we need more accurate testsCDC refuses to recognize! @DrDanielCameron is my doc",2016-09-01 18:46:13+00:00,
125,ChristieMLeto,Just started my abx can't wait till next week but I have company sat & Sunday this wknd #ChronicLymeDisease,2016-09-01 18:41:39+00:00,
126,KellyKoncewicz,If only the others knew about living with #LymeDisease #chronicLymeDisease pic.twitter.com/VyhCwaMK4I,2016-08-31 22:44:06+00:00,
127,KellyKoncewicz,New #Lyme PSA http://www. businesswire.com/news/home/2016 0816005237/en/ … #LymeDisease #chronicLymeDisease,2016-08-31 17:30:09+00:00,
128,KellyKoncewicz,#LymeDisease #chronicLymeDisease pic.twitter.com/XnAuUWdBBJ,2016-08-31 17:14:15+00:00,
129,KellyKoncewicz,ATTENTION LYME SUFFERERS NEED VOLUNTEERS IN OUR COMMUNITY #LymeDisease #chronicLymeDisease https://www. facebook.com/kelly.koncewic zcaringi/posts/297076807320377 … pic.twitter.com/I5cFwH2uMI,2016-08-31 16:59:47+00:00,
130,Strum89,"#LDP There are millions like me, but many doctors won't agree. They think we're just crazy. #chroniclymedisease is real. I've it.",2016-08-31 14:23:47+00:00,
131,DawnZauner,I am proof that chronic Lyme disease exists. #lymedisease #chroniclymedisease #lymediseasesucks … https://www. instagram.com/p/BJwPH97Apor/,2016-08-31 00:54:31+00:00,
132,DawnZauner,It's okay to not be okay. ; #lymedisease #chroniclymedisease #lymediseasesucks … https://www. instagram.com/p/BJwChKtgTUk/,2016-08-30 23:04:21+00:00,
133,KellyKoncewicz,#LymeDisease #chronicLymeDisease https://www. facebook.com/kelly.koncewic zcaringi/posts/296564690704922 … pic.twitter.com/QNEZyLO45N,2016-08-30 17:11:48+00:00,
134,DMFM369,An honorary degree needs awarded with Dx! PhD in Surviving #ChronicIllness | I'M TICKED - #CHRONICLYMEDISEASE http:// ln.is/www.imticked.c om/HQvjm …,2016-08-30 15:50:40+00:00,
135,ChristieMLeto,@NYGovCuomo Congrats on the catch! See not all of us are hating! Nice day out fishing! Now can you pass the ChronicLymeDisease bill? Please,2016-08-30 11:04:19+00:00,
136,EM798,I'm SO thankful for my heating pad! One way to somewhat manage the excruciating pain. #chroniclymedisease #CIRS #EhlersDanlosSyndrome,2016-08-29 18:17:15+00:00,
137,KellyKoncewicz,https:// badlymeattitude.com/2016/08/26/lym e-cryme-how-it-all-went-down/ … #lymedisease #chroniclymedisease pic.twitter.com/gmeN6QA6Eo,2016-08-28 19:02:06+00:00,
138,KellyKoncewicz,Only @CDCgov @IDSAInfo @NIH @POTUS can help the thousands suffering&dying #chronicLymeDisease #lymedisease pic.twitter.com/mNxZEeNByu,2016-08-26 18:47:47+00:00,
139,KellyKoncewicz,We need help now my heart is failing & insurance won't pay bc of @CDCgov @IDSAInfo #chronicLymeDisease #lymedisease pic.twitter.com/N2L6ipmqgg,2016-08-26 18:42:29+00:00,
140,yourLymieness,https:// youtu.be/VHgClWAPbBY @YouTube What happens when the corpus is deteriorating or missing #lymedisease #neurolyme #chroniclymedisease,2016-08-26 15:09:27+00:00,
141,sam_vinograd,. @YolandaHFoster hugely helpful for #chroniclymedisease #health https:// twitter.com/nytstyles/stat us/768473193686429696 …,2016-08-26 03:31:00+00:00,
142,EM798,I'm getting so aggravated with life these days. I can't stand my reality right now. #chroniclymedisease #chronicillness #chroniclife,2016-08-26 01:53:33+00:00,
143,yourLymieness,"When I am healed, I'm sharing my protocol for #chroniclymedisease #lymedisease with All for free.... #nonprofit #goals",2016-08-25 17:05:30+00:00,
144,KellyKoncewicz,#invisibledisease #invisibleillness #lymedisease #chroniclymedisease https://www. instagram.com/p/BGxwC9ykvXd/,2016-08-24 14:33:23+00:00,
145,VictoreLuminary,11 Reasons Why You're Not Yet Better From #ChronicLymeDisease http://www. tiredoflyme.com/11-reasons-why -youre-not-yet-better-from-chronic-lyme-disease.html#.V72bbuTYHY5.twitter …,2016-08-24 13:05:08+00:00,
146,DawnZauner,Omg I'm as white as my dog. #lymedisease #chroniclymedisease #lymediseasesucks … https://www. instagram.com/p/BJd8joWgIdM/,2016-08-23 22:25:56+00:00,
147,TerryMMayfield,Especially when living with a #ChronicIllness #ChronicLymeDisease https:// twitter.com/womenofhistory /status/768020175996223488 …,2016-08-23 10:22:28+00:00,
